order_id,order_date,ship_mode,processing_mode,rdy2ship_date,pickup_date,customer_id,customer_name,on_truck_scan_date,arrival_scan_date,origin_channel,country/region,city,state,postal_code,region,category,sub_category,product_id,sales,quantity,discount,profit,order_to_truck_time,processing_time,waiting_time
CA-2017-158274,2017-11-19,Second Class,,,,RM-19675,Robert Marley,,,Facebook,United States,Monroe,Louisiana,71203.0,South,Special Projects Muesil,Only Oats,TEC-PH-10004896,149.95,5,0.0,41.986,,,
CA-2017-123260,2017-08-26,Standard Class,,,,FM-14290,Frank Merwin,,,Facebook,United States,Los Angeles,California,90032.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10002323,176.8,8,0.0,22.984,,,
CA-2018-101007,2018-02-09,Second Class,,,,MS-17980,Michael Stewart,,,Sales,United States,Dallas,Texas,75220.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001266,20.8,2,0.2,6.5,,,
CA-2018-146262,2018-01-02,Standard Class,,,,VW-21775,Victoria Wilson,,,Sales,United States,Medina,Ohio,44256.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000109,89.584,2,0.2,4.4792,,,
CA-2018-146262,2018-01-02,Standard Class,,,,VW-21775,Victoria Wilson,,,Sales,United States,Medina,Ohio,44256.0,East,Special Projects Muesil,Low Sugar,TEC-MA-10000864,1188.0,9,0.7,-950.4,,,
CA-2018-146262,2018-01-02,Standard Class,,,,VW-21775,Victoria Wilson,,,Sales,United States,Medina,Ohio,44256.0,East,Power Muesli,No Taste All Power,OFF-LA-10004544,23.68,2,0.2,8.88,,,
CA-2018-146262,2018-01-02,Standard Class,,,,VW-21775,Victoria Wilson,,,Sales,United States,Medina,Ohio,44256.0,East,Special Projects Muesil,Only Oats,TEC-PH-10002844,62.982,3,0.4,-14.6958,,,
CA-2018-146262,2018-01-02,Standard Class,,,,VW-21775,Victoria Wilson,,,Sales,United States,Medina,Ohio,44256.0,East,Toasted Muesli,With Fruit,FUR-BO-10004695,452.45,5,0.5,-244.323,,,
US-2020-100930,2020-04-07,Standard Class,Standard Processing,,,CS-12400,Christopher Schild,2020-04-15,,Facebook,United States,Tampa,Florida,33614.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10003832,617.976,3,0.2,-7.7247,8.0,,
US-2020-100930,2020-04-07,Standard Class,Standard Processing,,,CS-12400,Christopher Schild,2020-04-15,,Facebook,United States,Tampa,Florida,33614.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10001679,5.328,2,0.7,-3.552,8.0,,
US-2020-100930,2020-04-07,Standard Class,Standard Processing,,,CS-12400,Christopher Schild,2020-04-15,,Facebook,United States,Tampa,Florida,33614.0,South,Toasted Muesli,Sweetened,FUR-TA-10001705,233.86,2,0.45,-102.048,8.0,,
US-2020-100930,2020-04-07,Standard Class,Standard Processing,,,CS-12400,Christopher Schild,2020-04-15,,Facebook,United States,Tampa,Florida,33614.0,South,Toasted Muesli,Sweetened,FUR-TA-10003473,620.6145,3,0.45,-248.2458,8.0,,
US-2020-100930,2020-04-07,Standard Class,Standard Processing,,,CS-12400,Christopher Schild,2020-04-15,,Facebook,United States,Tampa,Florida,33614.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004017,258.072,3,0.2,0.0,8.0,,
CA-2019-145625,2019-09-11,Standard Class,Standard Processing,2019-09-17,2019-09-18,KC-16540,Kelly Collister,2019-09-18,2019-09-23,Email,United States,San Diego,California,92037.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003832,3347.37,13,0.0,636.0003,7.0,6.0,1.0
CA-2019-145625,2019-09-11,Standard Class,Standard Processing,2019-09-17,2019-09-18,KC-16540,Kelly Collister,2019-09-18,2019-09-23,Email,United States,San Diego,California,92037.0,West,Power Muesli,Nuts and more,OFF-PA-10004569,7.61,1,0.0,3.5767,7.0,6.0,1.0
CA-2020-163139,2020-12-01,Second Class,Standard Processing,,,CC-12670,Craig Carreira,2020-12-04,,Email,United States,New York City,New York,10009.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000290,20.37,3,0.0,6.9258,3.0,,
CA-2020-163139,2020-12-01,Second Class,Standard Processing,,,CC-12670,Craig Carreira,2020-12-04,,Email,United States,New York City,New York,10009.0,East,Power Muesli,Steel Cut,OFF-ST-10002790,221.55,3,0.0,6.6465,3.0,,
CA-2020-163139,2020-12-01,Second Class,Standard Processing,,,CC-12670,Craig Carreira,2020-12-04,,Email,United States,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10003460,17.52,5,0.2,6.132,3.0,,
CA-2018-155040,2018-11-10,Standard Class,,,,AH-10210,Alan Hwang,,,Email,United States,Brentwood,California,94513.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10004469,79.9,2,0.0,35.156,,,
CA-2018-155334,2018-07-30,First Class,,,,HA-14920,Helen Andreada,,,Email,United States,San Francisco,California,94109.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003628,209.93,7,0.0,92.3692,,,
CA-2018-155334,2018-07-30,First Class,,,,HA-14920,Helen Andreada,,,Email,United States,San Francisco,California,94109.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10002557,10.92,3,0.2,4.095,,,
CA-2018-155334,2018-07-30,First Class,,,,HA-14920,Helen Andreada,,,Email,United States,San Francisco,California,94109.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003274,5.28,3,0.0,2.3232,,,
CA-2018-130883,2018-09-26,Standard Class,,,,TB-21520,Tracy Blumstein,,,Email,United States,Portland,Oregon,97206.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001956,239.8,5,0.2,47.96,,,
CA-2018-130883,2018-09-26,Standard Class,,,,TB-21520,Tracy Blumstein,,,Email,United States,Portland,Oregon,97206.0,West,Power Muesli,Nuts and more,OFF-PA-10000474,141.76,5,0.2,47.844,,,
CA-2018-130883,2018-09-26,Standard Class,,,,TB-21520,Tracy Blumstein,,,Email,United States,Portland,Oregon,97206.0,West,Power Muesli,Nuts and more,OFF-PA-10004100,31.104,6,0.2,10.8864,,,
CA-2019-110772,2019-11-20,Second Class,Standard Processing,,,NZ-18565,Nick Zandusky,2019-11-27,,Facebook,United States,Columbus,Ohio,43229.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002001,255.984,2,0.2,54.3966,7.0,,
CA-2019-110772,2019-11-20,Second Class,Standard Processing,,,NZ-18565,Nick Zandusky,2019-11-27,,Facebook,United States,Columbus,Ohio,43229.0,East,Power Muesli,Maple Sweetened,OFF-FA-10002983,19.096,7,0.2,6.6836,7.0,,
CA-2019-110772,2019-11-20,Second Class,Standard Processing,,,NZ-18565,Nick Zandusky,2019-11-27,,Facebook,United States,Columbus,Ohio,43229.0,East,Power Muesli,No Taste All Power,OFF-LA-10004689,18.496,8,0.2,6.2424,7.0,,
CA-2019-110772,2019-11-20,Second Class,Standard Processing,,,NZ-18565,Nick Zandusky,2019-11-27,,Facebook,United States,Columbus,Ohio,43229.0,East,Toasted Muesli,With Fruit,FUR-BO-10004709,86.97,3,0.5,-48.7032,7.0,,
CA-2017-164973,2017-11-04,Standard Class,,,,NM-18445,Nathan Mautz,,,Facebook,United States,New York City,New York,10024.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000892,360.0,4,0.0,129.6,,,
CA-2017-164973,2017-11-04,Standard Class,,,,NM-18445,Nathan Mautz,,,Facebook,United States,New York City,New York,10024.0,East,Special Projects Muesil,Low Sugar,TEC-MA-10002927,3991.98,2,0.0,1995.99,,,
CA-2017-164973,2017-11-04,Standard Class,,,,NM-18445,Nathan Mautz,,,Facebook,United States,New York City,New York,10024.0,East,Special Projects Muesil,Only Oats,TEC-PH-10004093,275.94,6,0.0,80.0226,,,
CA-2017-164973,2017-11-04,Standard Class,,,,NM-18445,Nathan Mautz,,,Facebook,United States,New York City,New York,10024.0,East,Power Muesli,Steel Cut,OFF-ST-10002974,43.57,1,0.0,13.071,,,
CA-2017-164973,2017-11-04,Standard Class,,,,NM-18445,Nathan Mautz,,,Facebook,United States,New York City,New York,10024.0,East,Toasted Muesli,With Nuts,FUR-CH-10002602,135.882,1,0.1,24.1568,,,
CA-2019-162138,2019-04-23,Standard Class,Standard Processing,,,GK-14620,Grace Kelly,2019-05-01,2019-05-06,Sales,United States,Hesperia,California,92345.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001908,99.99,1,0.0,34.9965,8.0,,
CA-2019-162138,2019-04-23,Standard Class,Standard Processing,,,GK-14620,Grace Kelly,2019-05-01,2019-05-06,Sales,United States,Hesperia,California,92345.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004593,251.52,6,0.2,81.744,8.0,,
CA-2019-129714,2019-09-01,First Class,Express,,,AB-10060,Adam Bellavance,2019-09-04,,Facebook,United States,New York City,New York,10009.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10000290,6.79,1,0.0,2.3086,3.0,,
CA-2019-129714,2019-09-01,First Class,Express,,,AB-10060,Adam Bellavance,2019-09-04,,Facebook,United States,New York City,New York,10009.0,East,Power Muesli,Nuts and more,OFF-PA-10001970,24.56,2,0.0,11.5432,3.0,,
CA-2019-129714,2019-09-01,First Class,Express,,,AB-10060,Adam Bellavance,2019-09-04,,Facebook,United States,New York City,New York,10009.0,East,Power Muesli,Nuts and more,OFF-PA-10001970,49.12,4,0.0,23.0864,3.0,,
CA-2019-129714,2019-09-01,First Class,Express,,,AB-10060,Adam Bellavance,2019-09-04,,Facebook,United States,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10002160,3.048,1,0.2,1.0668,3.0,,
CA-2019-129714,2019-09-01,First Class,Express,,,AB-10060,Adam Bellavance,2019-09-04,,Facebook,United States,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10004995,4355.168,4,0.2,1415.4296,3.0,,
US-2017-119137,2017-07-23,Standard Class,,,,AG-10900,Arthur Gainer,,,Email,United States,Tucson,Arizona,85705.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10003911,1023.936,8,0.2,179.1888,,,
US-2017-119137,2017-07-23,Standard Class,,,,AG-10900,Arthur Gainer,,,Email,United States,Tucson,Arizona,85705.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10002076,479.04,10,0.2,-29.94,,,
US-2017-119137,2017-07-23,Standard Class,,,,AG-10900,Arthur Gainer,,,Email,United States,Tucson,Arizona,85705.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001982,8.16,5,0.7,-5.712,,,
US-2017-119137,2017-07-23,Standard Class,,,,AG-10900,Arthur Gainer,,,Email,United States,Tucson,Arizona,85705.0,West,Power Muesli,Super Mega Protein,OFF-AR-10000658,9.24,1,0.2,0.924,,,
CA-2018-125395,2018-06-26,Second Class,,,,LA-16780,Laura Armstrong,,,Sales,United States,Taylor,Michigan,48180.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10004708,41.9,2,0.0,8.799,,,
US-2018-168935,2018-11-27,Standard Class,,,,DO-13435,Denny Ordway,,,Email,United States,Pembroke Pines,Florida,33024.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002335,83.976,3,0.2,-1.0497,,,
US-2018-168935,2018-11-27,Standard Class,,,,DO-13435,Denny Ordway,,,Email,United States,Pembroke Pines,Florida,33024.0,South,Toasted Muesli,Sweetened,FUR-TA-10000617,375.4575,3,0.45,-157.0095,,,
CA-2020-101798,2020-12-11,Standard Class,Standard Processing,,,MV-18190,Mike Vittorini,2020-12-16,,Email,United States,New York City,New York,10009.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10001998,39.98,2,0.0,13.5932,5.0,,
CA-2020-101798,2020-12-11,Standard Class,Standard Processing,,,MV-18190,Mike Vittorini,2020-12-16,,Email,United States,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10000050,23.36,4,0.2,7.884,5.0,,
CA-2019-108987,2019-09-08,Second Class,Standard Processing,,,AG-10675,Anna Gayman,2019-09-13,,Email,United States,Houston,Texas,77036.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10000158,57.584,2,0.2,0.7198,5.0,,
CA-2019-108987,2019-09-08,Second Class,Standard Processing,,,AG-10675,Anna Gayman,2019-09-13,,Email,United States,Houston,Texas,77036.0,Central,Power Muesli,Steel Cut,OFF-ST-10001580,35.952,3,0.2,3.5952,5.0,,
CA-2019-108987,2019-09-08,Second Class,Standard Processing,,,AG-10675,Anna Gayman,2019-09-13,,Email,United States,Houston,Texas,77036.0,Central,Power Muesli,Steel Cut,OFF-ST-10000934,131.136,4,0.2,-32.784,5.0,,
CA-2019-108987,2019-09-08,Second Class,Standard Processing,,,AG-10675,Anna Gayman,2019-09-13,,Email,United States,Houston,Texas,77036.0,Central,Toasted Muesli,With Fruit,FUR-BO-10004834,2396.2656,4,0.32,-317.1528,5.0,,
CA-2020-117457,2020-12-08,Standard Class,Standard Processing,,,KH-16510,Keith Herrera,2020-12-16,,Email,United States,San Francisco,California,94110.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10000158,179.95,5,0.0,37.7895,8.0,,
CA-2020-117457,2020-12-08,Standard Class,Standard Processing,,,KH-16510,Keith Herrera,2020-12-16,,Email,United States,San Francisco,California,94110.0,West,Power Muesli,No Taste All Power,OFF-LA-10003766,28.35,9,0.0,13.608,8.0,,
CA-2020-117457,2020-12-08,Standard Class,Standard Processing,,,KH-16510,Keith Herrera,2020-12-16,,Email,United States,San Francisco,California,94110.0,West,Power Muesli,Nuts and more,OFF-PA-10003724,27.15,5,0.0,13.3035,8.0,,
CA-2020-117457,2020-12-08,Standard Class,Standard Processing,,,KH-16510,Keith Herrera,2020-12-16,,Email,United States,San Francisco,California,94110.0,West,Power Muesli,Nuts and more,OFF-PA-10002893,9.68,1,0.0,4.6464,8.0,,
CA-2020-117457,2020-12-08,Standard Class,Standard Processing,,,KH-16510,Keith Herrera,2020-12-16,,Email,United States,San Francisco,California,94110.0,West,Power Muesli,Nuts and more,OFF-PA-10001970,55.98,1,0.0,27.4302,8.0,,
CA-2020-117457,2020-12-08,Standard Class,Standard Processing,,,KH-16510,Keith Herrera,2020-12-16,,Email,United States,San Francisco,California,94110.0,West,Special Projects Muesil,Organic,TEC-CO-10004115,1199.976,3,0.2,434.9913,8.0,,
CA-2020-117457,2020-12-08,Standard Class,Standard Processing,,,KH-16510,Keith Herrera,2020-12-16,,Email,United States,San Francisco,California,94110.0,West,Toasted Muesli,Sweetened,FUR-TA-10002041,1004.024,7,0.2,-112.9527,8.0,,
CA-2020-117457,2020-12-08,Standard Class,Standard Processing,,,KH-16510,Keith Herrera,2020-12-16,,Email,United States,San Francisco,California,94110.0,West,Toasted Muesli,With Fruit,FUR-BO-10001972,1336.829,13,0.15,31.4548,8.0,,
CA-2020-117457,2020-12-08,Standard Class,Standard Processing,,,KH-16510,Keith Herrera,2020-12-16,,Email,United States,San Francisco,California,94110.0,West,Toasted Muesli,With Nuts,FUR-CH-10003956,113.568,2,0.2,-18.4548,8.0,,
CA-2017-142048,2017-06-22,First Class,,,,JE-15745,Joel Eaton,,,Email,United States,Louisville,Colorado,80027.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10004114,196.752,6,0.2,56.5662,,,
US-2019-123750,2019-04-15,Standard Class,Standard Processing,,,RB-19795,Ross Baird,2019-04-24,,Facebook,United States,Gastonia,North Carolina,28052.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10004659,408.744,7,0.2,76.6395,9.0,,
US-2019-123750,2019-04-15,Standard Class,Standard Processing,,,RB-19795,Ross Baird,2019-04-24,,Facebook,United States,Gastonia,North Carolina,28052.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10004659,291.96,5,0.2,54.7425,9.0,,
US-2019-123750,2019-04-15,Standard Class,Standard Processing,,,RB-19795,Ross Baird,2019-04-24,,Facebook,United States,Gastonia,North Carolina,28052.0,South,Power Muesli,Steel Cut,OFF-ST-10000617,4.768,2,0.2,-0.7748,9.0,,
US-2019-123750,2019-04-15,Standard Class,Standard Processing,,,RB-19795,Ross Baird,2019-04-24,,Facebook,United States,Gastonia,North Carolina,28052.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10004584,189.588,2,0.7,-145.3508,9.0,,
US-2017-150574,2017-12-19,Standard Class,,,,MK-18160,Mike Kennedy,,,Email,United States,Jacksonville,Florida,32216.0,South,Special Projects Muesil,Gluten Free,TEC-AC-10002600,247.8,5,0.2,-18.585,,,
US-2017-150574,2017-12-19,Standard Class,,,,MK-18160,Mike Kennedy,,,Email,United States,Jacksonville,Florida,32216.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10000773,4.812,2,0.7,-3.6892,,,
CA-2019-100153,2019-12-13,Standard Class,Standard Processing,,,KH-16630,Ken Heidel,2019-12-18,,Sales,United States,Norman,Oklahoma,73071.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10001772,63.88,4,0.0,24.9132,5.0,,
CA-2018-109638,2018-12-15,Standard Class,,,,JH-15985,Joseph Holt,,,Email,United States,Seattle,Washington,98115.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10004571,899.91,9,0.0,377.9622,,,
CA-2018-109638,2018-12-15,Standard Class,,,,JH-15985,Joseph Holt,,,Email,United States,Seattle,Washington,98115.0,West,Power Muesli,Mega Protein,OFF-AP-10002472,103.92,4,0.0,36.372,,,
CA-2018-109638,2018-12-15,Standard Class,,,,JH-15985,Joseph Holt,,,Email,United States,Seattle,Washington,98115.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001098,51.312,3,0.2,18.6006,,,
CA-2017-134677,2017-10-06,Standard Class,,,,XP-21865,Xylona Preis,,,Email,United States,San Diego,California,92024.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10001445,9.09,3,0.0,1.9089,,,
CA-2017-127691,2017-07-22,Standard Class,,,,EM-14065,Erin Mull,,,Email,United States,New York City,New York,10024.0,East,Special Projects Muesil,Gluten Free,TEC-AC-10002567,159.98,2,0.0,57.5928,,,
CA-2017-127691,2017-07-22,Standard Class,,,,EM-14065,Erin Mull,,,Email,United States,New York City,New York,10024.0,East,Power Muesli,Super Mega Protein,OFF-AR-10002053,5.96,2,0.0,1.6688,,,
CA-2017-133753,2017-06-09,Second Class,,,,CW-11905,Carl Weiss,,,Facebook,United States,Huntsville,Texas,77340.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10000303,63.984,2,0.2,10.3974,,,
CA-2017-133753,2017-06-09,Second Class,,,,CW-11905,Carl Weiss,,,Facebook,United States,Huntsville,Texas,77340.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10000376,7.992,1,0.2,0.5994,,,
CA-2017-133753,2017-06-09,Second Class,,,,CW-11905,Carl Weiss,,,Facebook,United States,Huntsville,Texas,77340.0,Central,Power Muesli,Super Mega Protein,OFF-AR-10001953,70.368,2,0.2,6.1572,,,
CA-2019-169166,2019-05-09,Standard Class,Standard Processing,,,SS-20590,Sonia Sunley,2019-05-15,2019-05-20,Email,United States,Seattle,Washington,98115.0,West,Special Projects Muesil,Gluten Free,TEC-AC-10000991,93.98,2,0.0,13.1572,6.0,,
CA-2020-135307,2020-11-26,First Class,Express,2020-11-27,2020-11-27,LS-17245,Lynn Smith,2020-11-27,,Email,United States,Gladstone,Missouri,64118.0,Central,Special Projects Muesil,Gluten Free,TEC-AC-10002399,38.04,2,0.0,12.1728,1.0,1.0,0.0
